DataPlus,DualPane,ExternalQuiz,Folder,Forumng,Glossary,Homepage,HtmlActivity,OuCollaborate,Oucontent,OuElluminate,OuWiki,Page,Questionnaire,Quiz,RepeatActivity,Resource,SharedSubpage,SubPage,Url,id1,final_result
0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Withdrawn
0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Withdrawn
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Withdrawn
0,0,0,0,21,0,24,0,0,0,0,0,0,0,35,0,5,0,8,5,4,Pass
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,Pass
0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,1,0,1,2,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,4,Pass
0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,4,Pass
0,0,0,0,6,0,14,0,0,1,0,0,0,0,55,0,2,0,2,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,0,1,1,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,Pass
0,0,0,0,0,0,12,0,0,4,0,0,0,0,37,0,1,0,3,0,4,Pass
0,0,0,0,8,0,6,0,0,0,0,0,0,0,39,0,2,0,1,0,4,Pass
0,0,0,0,2,0,9,0,0,0,0,0,0,0,52,0,3,0,1,0,4,Pass
0,0,0,0,12,0,13,0,0,1,0,0,0,0,0,0,9,0,8,0,4,Pass
0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,4,Pass
0,0,0,0,1,0,8,0,1,0,0,0,0,0,6,0,2,0,5,0,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,4,Pass
0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,0,0,0,1,0,4,Pass
0,0,0,0,0,0,10,0,0,11,0,0,0,0,79,0,4,0,6,0,4,Pass
0,0,0,0,5,0,23,0,0,2,0,0,0,0,53,0,8,0,3,5,4,Pass
0,0,0,0,24,0,22,0,0,0,0,0,0,0,13,0,5,0,10,2,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,2,1,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,4,Pass
0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,4,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,4,Pass
0,0,0,0,22,0,9,0,0,0,0,0,0,0,4,0,1,0,4,0,4,Pass
0,0,0,0,5,0,11,0,0,0,0,0,0,0,30,0,1,0,4,3,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Pass
0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,7,0,8,0,0,9,0,2,0,0,30,0,0,0,5,1,5,Pass
0,0,0,0,22,0,25,0,0,43,0,3,0,0,0,0,3,0,16,3,5,Pass
0,0,0,0,14,0,12,0,0,8,0,7,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,6,0,6,0,0,12,0,1,0,0,23,0,2,0,10,0,5,Pass
0,0,0,0,8,0,11,0,0,72,0,1,0,3,0,0,0,0,2,0,5,Pass
0,0,0,0,25,0,24,0,0,51,0,0,0,0,107,0,0,0,11,1,5,Pass
0,2,0,0,5,0,6,0,0,19,0,0,0,6,0,0,0,0,2,0,5,Pass
0,1,0,0,11,0,6,0,0,45,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,10,0,18,0,0,103,0,0,0,0,13,0,0,0,9,0,5,Pass
0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,0,0,0,1,1,5,Pass
0,2,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,2,0,5,Pass
0,0,0,0,3,0,7,0,0,25,0,0,0,0,0,0,1,0,7,0,5,Pass
0,0,0,0,11,0,14,0,0,58,0,0,0,0,6,0,3,0,9,0,5,Pass
0,0,0,0,5,0,15,0,0,41,0,0,0,0,44,0,0,0,9,3,5,Pass
0,0,0,0,10,0,12,0,0,55,0,0,0,0,0,0,1,0,5,0,5,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,3,0,5,Pass
0,0,0,0,0,0,12,0,0,42,0,0,0,0,16,0,2,0,14,0,5,Pass
0,0,0,0,0,0,13,0,0,70,0,2,0,0,0,0,2,0,5,3,5,Pass
0,0,0,0,18,0,13,0,0,48,0,2,1,3,0,0,0,0,2,1,5,Pass
0,0,0,0,10,0,6,0,0,52,0,1,0,9,0,0,0,0,1,1,5,Pass
3,0,0,0,11,0,2,0,0,43,0,0,0,3,70,0,0,0,3,3,5,Pass
0,0,0,0,12,0,17,0,0,133,0,0,0,0,23,0,2,0,7,3,5,Pass
5,0,0,0,11,0,16,0,0,74,0,0,1,0,0,0,0,0,9,2,5,Pass
0,0,0,0,13,0,11,0,0,48,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,8,0,12,0,0,52,0,0,0,0,61,0,0,0,7,0,5,Pass
0,0,0,0,8,0,12,0,0,52,0,0,0,0,61,0,0,0,7,0,5,Pass
0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,5,Pass
5,0,0,0,0,0,10,0,0,92,0,0,2,0,24,0,0,0,8,0,5,Pass
0,0,0,0,0,0,10,0,0,62,0,1,7,4,22,0,0,0,6,2,5,Pass
0,0,0,2,0,0,7,0,0,32,0,0,0,0,0,0,0,0,5,0,5,Pass
0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,Pass
0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,0,1,0,8,0,5,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Pass
0,0,0,0,96,0,7,0,0,0,1,0,0,0,0,0,1,0,5,3,6,Pass
0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,Pass
0,0,0,0,104,0,18,0,0,0,2,0,0,0,9,0,2,0,4,5,6,Pass
0,0,0,0,88,0,27,0,0,0,0,0,0,0,0,0,7,0,26,5,6,Pass
0,0,0,0,32,0,28,0,0,0,0,0,0,0,30,0,1,0,2,0,6,Pass
0,0,0,0,21,0,14,0,0,0,0,0,0,0,2,0,0,0,1,0,6,Pass
0,0,0,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,6,Pass
0,0,0,0,35,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,6,Pass
0,0,0,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Pass
0,0,0,0,44,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,6,Pass
0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,35,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,25,0,18,0,0,0,0,0,0,0,41,0,0,0,1,0,6,Pass
0,0,0,0,6,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,Pass
0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,46,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,6,Pass
0,0,0,0,9,0,4,0,0,0,0,0,0,0,31,0,0,0,0,0,6,Pass
0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Pass
0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,6,Pass
0,0,0,0,27,0,38,0,0,0,0,0,0,0,0,0,4,0,5,0,6,Pass
0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,2,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,6,Pass
0,0,0,0,24,0,35,0,0,0,0,0,0,0,0,0,4,0,8,2,6,Pass
0,0,0,0,36,0,23,0,0,0,0,0,0,0,0,0,18,0,2,0,6,Pass
0,0,0,0,43,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,6,Pass
0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,6,Pass
0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,28,0,22,0,0,0,0,0,0,0,0,0,11,0,5,0,6,Pass
0,0,0,0,36,0,28,0,0,0,0,0,0,0,0,0,8,0,4,0,6,Pass
0,0,0,0,27,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Pass
0,0,0,0,10,0,10,0,1,9,0,0,0,0,0,0,0,0,5,2,7,Pass
0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,6,0,11,0,0,17,0,0,0,0,0,0,0,0,9,6,7,Pass
0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,1,1,7,Pass
3,0,0,0,5,0,19,0,0,34,0,0,0,0,0,0,2,0,8,1,7,Pass
0,0,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,14,0,14,0,0,27,0,0,0,0,0,0,0,0,7,3,7,Pass
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,8,0,10,0,0,25,0,0,0,0,0,0,0,0,3,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,2,0,7,Pass
0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,5,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Pass
0,0,0,0,0,0,16,0,0,33,0,0,0,0,0,0,0,0,5,2,7,Pass
